Year,Season,State,District,Crop,Crop_Category,Area_Sown_Current_ha,Area_Sown_Last_Year_ha,Area_Sown_3yr_Avg_ha,Area_Growth_Rate_percent,Production_Last_Year_tons,Production_2yr_Back_tons,Production_3yr_Avg_tons,Production_5yr_Avg_tons,Production_Growth_Rate_percent,Yield_Last_Year_kg_per_ha,Yield_3yr_Avg_kg_per_ha,Total_Rainfall_mm,Rainfall_Deviation_percent,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Avg_Humidity_percent,Extreme_Heat_Days,Extreme_Rain_Days,Drought_Index,Production_tons
2023,Rabi,Madhya Pradesh,Sehore,Proso Millet,millets,17973.97,17653.35,18325.54,1.82,22200.27,20712.93,21216.43,22350.02,4.01,1257.57,1296.27,389.68,-26.84,27.26,35.04,18.18,56.89,24,8,1.797,24530.29
2023,Kharif,Madhya Pradesh,Raisen,Pearl Millet,millets,9114.31,8168.21,8218.57,11.58,14256.31,14892.85,14772.51,14169.0,1.69,1745.34,1779.29,623.24,6.07,26.02,36.63,19.88,43.56,18,7,0.953,15454.7
2023,Rabi,Madhya Pradesh,Raisen,Finger Millet,millets,49475.11,44641.43,46057.49,10.83,108187.38,115733.2,109595.76,113005.43,13.82,2423.48,2497.83,557.78,-7.47,26.59,35.86,17.01,70.75,1,18,0.0,111548.29
2023,Kharif,Madhya Pradesh,Raisen,Sorghum,millets,44950.07,46628.11,45393.98,-3.6,103204.28,97718.84,102359.39,104332.8,-3.2,2213.35,2226.79,604.88,5.8,28.06,34.86,19.59,76.76,18,2,0.174,108919.55
2023,Kharif,Madhya Pradesh,Raisen,Foxtail Millet,millets,84166.81,78799.53,81954.22,6.81,98599.35,93041.79,100889.68,103166.05,13.68,1251.27,1208.95,337.46,-24.04,25.33,36.47,19.75,78.27,11,6,0.37,115567.55
2023,Kharif,Madhya Pradesh,Raisen,Kodo Millet,millets,78974.91,80870.0,81945.84,-2.34,145830.16,144990.11,144300.87,147206.45,-2.68,1803.27,1743.26,381.78,22.66,25.9,34.61,20.35,66.76,24,15,1.648,129437.19
2023,Rabi,Madhya Pradesh,Raisen,Barnyard Millet,millets,45081.81,40759.66,40614.21,10.6,49350.02,49659.76,48343.37,50628.79,2.51,1210.76,1219.78,592.42,-7.36,28.56,38.87,18.96,43.81,4,6,0.0,58478.08
2023,Kharif,Madhya Pradesh,Raisen,Little Millet,millets,27128.51,26216.87,25838.72,3.48,38364.46,37055.28,38895.52,40435.01,14.33,1463.35,1422.56,509.06,-9.13,27.8,36.73,19.11,67.79,16,18,0.679,43023.8
2023,Kharif,Madhya Pradesh,Raisen,Proso Millet,millets,53655.89,52237.09,54771.43,2.72,43685.87,44718.8,43446.7,44092.69,-1.81,836.3,838.45,717.47,35.72,31.78,39.67,22.35,54.65,11,20,0.999,40535.89
2023,Kharif,Uttar Pradesh,Agra,Pearl Millet,millets,17047.37,16054.99,16542.61,6.18,34838.89,32502.98,36317.49,35856.48,6.79,2169.97,2089.51,414.79,33.06,29.77,36.42,24.73,70.95,12,11,0.0,38696.82
2023,Kharif,Uttar Pradesh,Agra,Finger Millet,millets,34706.91,31162.88,32639.58,11.37,101111.91,98860.4,102755.35,103817.64,0.2,3244.63,3130.36,857.87,-29.68,24.38,34.7,16.85,66.65,0,20,0.356,106910.41
2023,Kharif,Uttar Pradesh,Agra,Sorghum,millets,64202.52,62757.84,65662.85,2.3,219916.75,204669.98,229949.53,215503.53,12.56,3504.21,3340.88,544.35,3.96,28.72,34.73,23.51,42.42,9,17,0.295,215961.29
2023,Kharif,Uttar Pradesh,Agra,Foxtail Millet,millets,35477.84,31959.63,33036.19,11.01,63506.53,63681.46,65492.74,62762.32,7.35,1987.09,2077.05,686.01,26.48,26.83,32.49,21.39,53.89,27,12,0.494,71915.32
2023,Kharif,Uttar Pradesh,Agra,Kodo Millet,millets,16026.16,16240.44,17021.18,-1.32,22976.36,23910.34,23747.09,23356.91,-4.82,1414.76,1397.77,707.72,15.23,25.42,32.1,16.62,78.53,24,6,1.841,23275.0
2023,Rabi,Uttar Pradesh,Agra,Barnyard Millet,millets,12674.31,11532.51,11846.32,9.9,9090.12,9038.7,8656.71,9095.73,-1.09,788.22,749.38,869.49,-2.65,28.62,35.36,22.77,53.71,17,5,0.38,10449.23
2023,Kharif,Uttar Pradesh,Agra,Little Millet,millets,47160.19,48294.25,50405.24,-2.35,66598.79,62989.57,64117.96,64989.64,12.44,1379.02,1338.79,617.7,1.88,33.01,42.78,27.33,78.03,27,0,0.0,70182.77
2023,Rabi,Uttar Pradesh,Agra,Proso Millet,millets,25774.01,24973.2,26308.51,3.21,42286.69,40588.22,40409.99,43564.73,1.53,1693.28,1658.59,837.4,7.9,30.95,36.38,23.03,44.2,1,3,1.076,39449.61
2023,Kharif,Uttar Pradesh,Mathura,Pearl Millet,millets,62681.95,63521.42,61820.75,-1.32,158438.58,160565.76,151362.8,162889.48,12.9,2494.25,2429.76,452.5,16.45,32.39,42.27,27.11,61.16,15,12,0.511,161565.08
2023,Rabi,Uttar Pradesh,Mathura,Finger Millet,millets,35319.8,34005.78,33913.48,3.86,62230.27,59094.49,62008.67,62791.27,2.03,1829.99,1799.9,715.87,28.9,32.86,40.04,27.15,47.02,15,10,0.0,65966.43
2023,Kharif,Uttar Pradesh,Mathura,Sorghum,millets,16644.69,16461.56,17016.62,1.11,54291.79,52659.87,53093.67,57321.86,10.26,3298.1,3190.28,554.62,-25.94,33.61,41.1,27.65,71.68,8,19,0.643,50237.49
2023,Kharif,Uttar Pradesh,Mathura,Foxtail Millet,millets,29484.97,27378.42,28358.71,7.69,46262.48,47480.45,46061.43,47181.9,7.46,1689.74,1625.57,452.07,-9.71,26.45,34.14,16.63,55.0,24,7,1.984,54005.8
2023,Kharif,Uttar Pradesh,Mathura,Kodo Millet,millets,31558.92,31255.54,30931.37,0.97,37355.43,38142.66,38897.75,39905.98,8.0,1195.16,1161.42,823.97,20.2,28.34,40.18,21.56,45.71,28,13,1.974,36209.46
2023,Rabi,Uttar Pradesh,Mathura,Barnyard Millet,millets,78758.04,71309.91,72936.49,10.44,57393.12,59008.03,59576.48,58942.64,-0.62,804.84,766.9,446.91,4.41,29.1,36.35,21.46,44.12,8,20,0.0,68004.31
2023,Kharif,Uttar Pradesh,Mathura,Little Millet,millets,37767.2,36686.11,35963.45,2.95,19770.12,19179.37,19408.02,19332.36,13.59,538.9,530.66,763.35,-4.53,24.97,33.42,18.47,63.81,17,3,0.687,19951.43
2023,Rabi,Uttar Pradesh,Mathura,Proso Millet,millets,70962.62,73560.25,75026.52,-3.53,96147.8,89442.58,92031.8,98097.64,11.68,1307.06,1319.18,842.32,27.66,31.29,42.47,23.76,65.67,11,12,0.0,99675.36
2023,Kharif,Uttar Pradesh,Firozabad,Pearl Millet,millets,19847.03,19527.58,19599.55,1.64,52338.88,48730.92,50227.12,54039.83,14.7,2680.25,2658.13,306.3,-11.4,27.34,33.4,20.31,62.07,4,2,0.814,57295.57
2023,Rabi,Uttar Pradesh,Firozabad,Finger Millet,millets,12473.49,11605.14,11980.21,7.48,31466.18,29820.44,32115.24,30623.41,11.31,2711.4,2704.31,447.85,-6.19,28.52,37.88,22.82,77.53,7,1,1.421,31810.46
2023,Kharif,Uttar Pradesh,Firozabad,Sorghum,millets,29804.59,28271.21,29364.21,5.42,83923.81,81568.96,85709.93,89422.08,-0.91,2968.53,3108.24,348.98,-20.36,33.45,43.61,25.22,51.19,12,6,1.313,80807.99
2023,Kharif,Uttar Pradesh,Firozabad,Foxtail Millet,millets,11365.45,10645.56,11056.2,6.76,18381.25,19473.97,18660.55,18870.84,4.9,1726.66,1802.56,425.54,-28.6,27.19,38.65,20.39,47.58,17,3,0.0,18035.14
2023,Kharif,Uttar Pradesh,Firozabad,Kodo Millet,millets,36282.33,32883.69,31907.71,10.34,58151.47,58897.39,56366.75,61193.29,-0.28,1768.4,1795.15,780.78,35.27,26.78,31.83,17.29,56.47,24,15,0.0,64887.45
2023,Rabi,Uttar Pradesh,Firozabad,Barnyard Millet,millets,61936.75,58591.78,58257.91,5.71,71866.93,74051.14,69635.12,71835.15,1.66,1226.57,1279.96,440.34,13.1,29.53,34.59,22.19,45.35,0,14,1.293,81290.94
2023,Rabi,Uttar Pradesh,Firozabad,Little Millet,millets,58788.03,56632.28,56611.5,3.81,48499.61,45991.5,46858.46,50535.5,14.59,856.4,872.32,377.78,8.78,24.54,34.85,15.17,45.06,5,14,0.772,52874.64
2023,Rabi,Uttar Pradesh,Firozabad,Proso Millet,millets,24707.63,24805.1,26045.23,-0.39,18784.21,19699.43,17916.83,19047.29,0.94,757.27,730.29,739.54,-29.46,31.58,40.48,26.51,48.34,8,9,0.0,19556.97
2023,Kharif,Uttar Pradesh,Mainpuri,Pearl Millet,millets,13959.56,13094.15,13312.75,6.61,19789.77,19613.6,20238.88,19880.54,0.39,1511.35,1558.39,576.12,-13.32,26.11,32.91,16.84,45.02,9,16,0.258,21598.51
2023,Kharif,Uttar Pradesh,Mainpuri,Finger Millet,millets,19806.91,17963.32,18796.52,10.26,55063.15,52606.44,52454.62,58681.44,-1.36,3065.31,3198.38,456.93,-2.31,29.79,36.14,22.2,59.69,3,7,1.783,65411.91
2023,Kharif,Uttar Pradesh,Mainpuri,Sorghum,millets,34510.66,31376.32,32919.42,9.99,97302.29,100856.19,93803.15,96158.27,-3.35,3101.14,3157.83,675.96,-18.79,31.24,36.55,22.57,40.49,4,6,0.985,102339.63
2023,Kharif,Uttar Pradesh,Mainpuri,Foxtail Millet,millets,89305.51,79740.23,78695.38,12.0,132518.61,133472.63,134381.68,135871.59,2.46,1661.88,1706.44,426.12,28.49,31.94,37.82,25.37,69.1,7,17,0.0,144781.14
2023,Kharif,Uttar Pradesh,Mainpuri,Kodo Millet,millets,51733.09,48860.7,48224.79,5.88,82822.51,82925.26,84733.58,87959.74,7.33,1695.07,1713.0,587.78,18.63,27.21,37.07,18.01,68.39,28,9,0.0,84450.25
2023,Rabi,Uttar Pradesh,Mainpuri,Barnyard Millet,millets,23732.47,24279.39,24402.95,-2.25,32429.8,32386.23,31830.65,32467.46,12.77,1335.69,1341.25,353.24,15.31,29.25,37.01,22.27,56.75,7,7,1.441,29700.78
2023,Kharif,Uttar Pradesh,Mainpuri,Little Millet,millets,50018.26,51748.82,51405.37,-3.34,33241.29,33297.92,32560.93,34882.23,4.13,642.36,658.81,706.42,-11.86,29.74,35.23,21.37,67.02,28,1,1.831,31670.99
2023,Rabi,Uttar Pradesh,Mainpuri,Proso Millet,millets,82851.72,81431.07,79689.03,1.74,67069.8,72405.19,66952.28,69353.61,7.97,823.64,804.98,658.3,-28.77,27.56,34.14,22.06,60.54,8,11,0.24,72628.21
2023,Kharif,Uttar Pradesh,Etawah,Pearl Millet,millets,21878.03,21848.83,22374.38,0.13,42198.53,41055.58,41500.8,43177.08,-1.9,1931.39,2018.81,428.19,-26.31,32.22,39.32,25.22,53.69,13,14,0.225,44279.49
2023,Rabi,Uttar Pradesh,Etawah,Finger Millet,millets,58248.42,56907.3,56059.36,2.36,144177.53,145288.93,140118.74,151007.29,0.97,2533.55,2431.61,529.13,25.92,32.43,41.5,23.74,48.19,18,4,0.115,137687.99
2023,Kharif,Uttar Pradesh,Etawah,Sorghum,millets,57264.78,52668.67,54134.72,8.73,118280.35,117777.69,114888.08,118739.73,8.04,2245.74,2169.29,328.62,35.41,24.84,34.98,16.33,67.54,16,13,0.343,122530.13
2023,Kharif,Uttar Pradesh,Etawah,Foxtail Millet,millets,74637.8,68957.77,69669.5,8.24,140936.06,148462.02,146810.85,139518.35,-4.94,2043.8,1954.55,352.0,-23.2,30.17,36.93,24.6,61.94,4,12,1.259,152487.19
2023,Kharif,Uttar Pradesh,Etawah,Kodo Millet,millets,75812.77,78647.27,81348.42,-3.6,93994.16,87329.97,90365.07,93320.07,6.43,1195.14,1215.84,460.88,27.29,27.51,34.41,19.62,63.32,27,18,0.749,94553.23
2023,Rabi,Uttar Pradesh,Etawah,Barnyard Millet,millets,54234.32,55875.08,54813.11,-2.94,73507.09,69610.33,70419.03,72265.08,12.88,1315.56,1290.6,477.98,-24.27,25.68,31.84,17.28,74.09,27,16,0.697,75305.09
2023,Kharif,Uttar Pradesh,Etawah,Little Millet,millets,52857.77,55343.11,54256.98,-4.49,75108.73,73253.99,76486.9,74536.25,-3.25,1357.15,1366.17,369.95,-27.93,30.46,39.54,24.56,56.08,26,3,1.667,78383.5
2023,Rabi,Uttar Pradesh,Etawah,Proso Millet,millets,26745.73,25200.63,25748.57,6.13,38327.3,39184.08,39864.59,38711.91,12.44,1520.89,1460.08,500.97,5.84,24.08,32.12,16.87,42.11,29,4,1.212,39530.4
2024,Kharif,Rajasthan,Barmer,Pearl Millet,millets,63034.16,59930.3,63378.16,5.18,108980.02,111957.4,112578.81,109932.03,-2.01,1818.45,1846.29,395.25,29.66,29.68,38.19,20.64,60.11,15,12,1.844,118357.07
2024,Rabi,Rajasthan,Barmer,Finger Millet,millets,29987.66,27764.99,28227.43,8.01,90785.54,84624.67,87841.57,89411.18,0.63,3269.78,3230.41,510.1,32.65,26.04,34.54,17.51,45.85,4,7,0.002,95922.61
2024,Kharif,Rajasthan,Barmer,Sorghum,millets,67132.95,61906.39,62175.05,8.44,130487.24,137713.27,136834.14,136950.88,5.67,2107.82,2014.6,492.19,-22.82,32.44,38.58,24.34,51.21,23,11,1.749,141610.61
2024,Kharif,Rajasthan,Barmer,Foxtail Millet,millets,88118.78,81929.99,79860.84,7.55,114354.91,112742.22,111689.53,117480.74,0.59,1395.76,1360.15,782.94,5.88,32.92,40.39,24.31,44.9,25,13,0.509,124318.86
2024,Kharif,Rajasthan,Barmer,Kodo Millet,millets,67587.49,65793.41,68468.44,2.73,85925.06,83628.3,87929.81,85984.45,4.01,1305.98,1284.58,429.22,-15.36,26.27,34.0,20.89,64.47,18,6,0.0,92355.36
2024,Kharif,Rajasthan,Barmer,Barnyard Millet,millets,74942.77,67678.97,69838.58,10.73,84401.25,79156.7,83313.68,85569.19,7.84,1247.08,1308.75,890.56,30.72,32.4,42.58,23.07,61.4,14,16,0.0,88199.74
2024,Kharif,Rajasthan,Barmer,Little Millet,millets,44296.41,42450.91,42407.39,4.35,66072.41,61012.25,64651.19,66754.6,-2.68,1556.44,1501.44,450.8,-1.04,27.02,34.67,19.85,48.84,12,6,0.172,75499.43
2024,Kharif,Rajasthan,Barmer,Proso Millet,millets,23113.69,21903.89,22816.52,5.52,34641.49,36772.88,33639.67,33803.58,0.68,1581.52,1621.92,358.1,-13.84,29.94,41.75,22.09,72.6,28,0,0.0,36826.13
2024,Kharif,Rajasthan,Jaisalmer,Pearl Millet,millets,53636.72,50043.75,49510.37,7.18,125022.91,133333.41,119928.45,124169.61,1.7,2498.27,2485.12,720.96,26.83,31.45,41.63,23.3,68.33,11,19,0.0,125389.1
2024,Kharif,Rajasthan,Jaisalmer,Finger Millet,millets,55601.44,52177.65,51221.79,6.56,97514.55,90088.74,94924.29,98918.17,9.88,1868.9,1835.46,584.58,-11.3,24.07,32.94,17.46,76.96,29,15,1.118,106031.56
2024,Kharif,Rajasthan,Jaisalmer,Sorghum,millets,12844.45,11523.15,12195.84,11.47,34527.73,34740.73,33479.12,36885.94,6.6,2996.38,3070.88,673.92,8.22,25.48,33.51,19.36,49.54,0,0,1.143,36316.98
2024,Kharif,Rajasthan,Jaisalmer,Foxtail Millet,millets,24742.25,25154.54,24932.31,-1.64,35208.32,34960.38,36147.97,37572.82,13.89,1399.68,1386.33,479.51,35.95,26.84,36.55,21.46,51.54,11,13,0.0,35806.06
2024,Kharif,Rajasthan,Jaisalmer,Kodo Millet,millets,29732.22,30705.36,30091.52,-3.17,22448.73,22082.34,23471.66,23127.52,8.23,731.1,705.6,870.04,25.52,25.84,37.36,20.53,64.82,23,16,0.738,23526.36
2024,Rabi,Rajasthan,Jaisalmer,Barnyard Millet,millets,64460.03,62049.65,63432.27,3.88,96889.62,91420.18,92667.67,101681.13,14.91,1561.49,1570.78,776.05,18.19,33.19,41.55,27.04,69.09,4,20,1.685,107686.94
2024,Rabi,Rajasthan,Jaisalmer,Little Millet,millets,31361.29,29149.89,29636.55,7.59,42671.59,39876.78,44336.7,42709.92,-2.53,1463.87,1465.18,621.59,-8.51,33.4,40.16,26.71,59.43,4,8,0.794,44073.23
2024,Rabi,Rajasthan,Jaisalmer,Proso Millet,millets,47098.48,45142.96,45720.75,4.33,54998.6,51965.28,55459.26,56136.48,7.8,1218.32,1167.35,661.79,-3.81,33.13,42.31,27.66,51.69,7,18,0.334,58277.41
2024,Kharif,Rajasthan,Jodhpur,Pearl Millet,millets,77225.6,69705.78,69119.21,10.79,125345.87,117137.34,127470.59,132428.86,14.66,1798.21,1762.4,508.92,-7.46,30.87,37.29,25.59,55.06,5,13,1.519,133130.94
2024,Kharif,Rajasthan,Jodhpur,Finger Millet,millets,82884.97,80497.96,83763.59,2.97,242233.71,255175.78,252431.88,249766.74,-3.25,3009.19,2999.87,556.59,7.33,31.02,39.96,23.93,68.96,0,9,0.0,253742.11
2024,Kharif,Rajasthan,Jodhpur,Sorghum,millets,36907.47,34473.58,35389.05,7.06,69381.48,64868.78,72613.99,69441.12,-4.06,2012.6,1917.82,736.48,-19.5,33.21,42.66,27.15,55.48,3,3,0.436,75134.73
2024,Kharif,Rajasthan,Jodhpur,Foxtail Millet,millets,72855.55,72474.91,71076.01,0.53,143272.64,152264.46,148016.61,146335.89,14.7,1976.86,1939.3,845.65,35.91,32.24,39.16,24.42,54.94,1,16,0.0,148160.46
2024,Kharif,Rajasthan,Jodhpur,Kodo Millet,millets,68145.19,64173.46,62751.42,6.19,101884.57,93968.04,99431.82,107053.12,10.19,1587.64,1584.37,803.82,32.28,32.29,41.2,23.18,53.26,4,12,0.0,100950.24
2024,Rabi,Rajasthan,Jodhpur,Barnyard Millet,millets,28497.51,28797.05,29692.22,-1.04,33147.58,33954.34,34346.53,34418.22,-3.52,1151.08,1118.36,748.92,-28.94,25.42,36.2,18.83,45.58,10,0,0.31,32595.79
2024,Kharif,Rajasthan,Jodhpur,Little Millet,millets,70140.93,64259.72,64471.85,9.15,101295.15,107678.85,105739.69,107116.55,5.62,1576.34,1523.9,897.17,29.7,26.64,34.3,20.08,53.67,8,7,1.426,106240.95
2024,Kharif,Rajasthan,Jodhpur,Proso Millet,millets,65894.31,62156.56,63105.69,6.01,50492.01,48936.0,49714.25,50569.62,9.58,812.34,824.6,675.72,20.64,25.96,32.57,19.6,40.64,28,1,0.999,57194.54
2024,Kharif,Rajasthan,Bikaner,Pearl Millet,millets,63736.94,61104.61,59718.74,4.31,89984.12,92325.75,94353.16,89410.04,-4.94,1472.62,1527.56,375.26,-19.36,33.51,42.26,28.34,69.97,25,19,0.0,85657.33
2024,Rabi,Rajasthan,Bikaner,Finger Millet,millets,68496.47,66803.13,65976.41,2.53,131947.0,125110.42,138403.86,136102.1,-0.91,1975.16,1981.16,744.66,29.93,27.36,37.79,20.66,66.31,27,5,1.674,122026.41
2024,Kharif,Rajasthan,Bikaner,Sorghum,millets,48192.41,47545.03,48446.42,1.36,116171.08,116095.49,119851.49,120531.01,12.51,2443.39,2358.6,656.43,-25.43,32.58,44.27,23.87,55.85,2,17,0.0,114684.52
2024,Kharif,Rajasthan,Bikaner,Foxtail Millet,millets,77240.08,79884.26,80613.53,-3.31,131699.46,122103.0,134730.76,128283.58,4.07,1648.63,1715.33,857.41,-10.78,24.06,34.81,15.11,72.06,20,13,0.894,117152.89
2024,Kharif,Rajasthan,Bikaner,Kodo Millet,millets,8348.34,7778.35,8057.84,7.33,12619.2,13334.85,12545.1,12545.49,11.65,1622.35,1659.05,558.25,-17.74,27.68,34.23,18.87,73.99,25,14,1.591,13057.58
2024,Kharif,Rajasthan,Bikaner,Barnyard Millet,millets,44849.84,44597.92,46540.12,0.56,86161.55,86800.02,82715.51,85170.08,8.22,1931.96,1884.7,313.81,32.82,30.71,35.94,24.14,47.89,26,10,1.57,79432.74
2024,Kharif,Rajasthan,Bikaner,Little Millet,millets,34533.59,32620.8,32185.43,5.86,38613.32,41412.81,37715.04,41224.28,5.61,1183.7,1182.64,888.53,4.18,31.03,41.09,21.68,76.61,11,2,0.885,44451.4
2024,Kharif,Rajasthan,Bikaner,Proso Millet,millets,60149.63,61552.04,62108.7,-2.28,52155.1,53289.71,52600.57,55136.54,9.18,847.33,830.13,532.59,-13.72,32.91,39.86,26.49,58.73,18,5,0.455,52205.88
2024,Kharif,Rajasthan,Nagaur,Pearl Millet,millets,58965.87,53963.86,55957.11,9.27,86830.43,89216.33,89603.76,84275.22,2.37,1609.05,1541.55,885.05,-4.32,30.5,35.54,24.24,54.2,22,6,1.21,89775.16
2024,Rabi,Rajasthan,Nagaur,Finger Millet,millets,23992.08,22719.88,23173.66,5.6,50931.68,51478.72,53059.56,53629.76,8.81,2241.72,2245.42,475.63,-14.57,30.73,42.08,24.7,78.99,20,0,0.0,48632.14
2024,Kharif,Rajasthan,Nagaur,Sorghum,millets,79790.0,83235.04,81534.07,-4.14,261867.72,241229.2,264675.57,255850.82,7.86,3146.12,2992.74,506.6,38.2,28.68,39.23,22.84,74.08,29,6,0.0,241272.06
2024,Kharif,Rajasthan,Nagaur,Foxtail Millet,millets,63762.24,63829.35,67309.1,-0.11,81211.34,78627.5,79268.47,84888.05,13.07,1272.32,1332.43,835.49,-28.53,29.15,40.42,21.37,61.13,17,17,0.0,79408.48
2024,Kharif,Rajasthan,Nagaur,Kodo Millet,millets,24483.22,23822.87,23290.96,2.77,41960.07,43196.26,42108.53,43945.1,4.81,1761.34,1812.63,791.05,33.67,25.22,32.89,18.48,51.77,17,9,0.304,43293.65
2024,Rabi,Rajasthan,Nagaur,Barnyard Millet,millets,24718.62,22369.23,23136.07,10.5,38669.55,38935.56,37421.35,38318.74,12.33,1728.69,1676.73,433.75,-19.16,25.27,30.69,17.22,49.56,28,4,0.431,44392.27
2024,Kharif,Rajasthan,Nagaur,Little Millet,millets,18197.35,18018.31,18369.08,0.99,22514.31,21658.07,22648.74,21952.16,-0.29,1249.52,1277.84,372.41,5.54,29.04,38.58,20.44,69.19,26,10,1.239,24043.51
2024,Rabi,Rajasthan,Nagaur,Proso Millet,millets,24941.29,24033.9,24849.49,3.78,28561.5,28507.01,29344.55,28466.03,6.56,1188.38,1198.64,455.53,-10.39,33.92,42.66,24.2,65.65,28,2,1.166,31576.96
2024,Kharif,Maharashtra,Pune,Pearl Millet,millets,18094.56,16767.6,16877.92,7.91,46454.95,48107.02,48636.41,45502.32,-0.67,2770.52,2704.2,413.48,20.67,28.72,34.9,19.88,52.88,24,12,0.0,51438.34
2024,Kharif,Maharashtra,Pune,Finger Millet,millets,74610.11,76959.04,80735.2,-3.05,171388.13,184497.36,174201.54,183291.95,-3.87,2227.0,2215.89,451.03,-20.55,31.52,41.03,21.58,47.54,26,13,0.242,154081.48
2024,Kharif,Maharashtra,Pune,Sorghum,millets,59592.72,55721.96,57254.12,6.95,116994.79,107637.18,120006.42,124252.49,10.35,2099.62,2088.66,490.26,1.68,27.73,35.17,18.28,66.02,19,4,1.987,113055.13
2024,Kharif,Maharashtra,Pune,Foxtail Millet,millets,38743.67,39439.66,39061.94,-1.76,75169.47,78753.2,74534.1,79280.08,-0.98,1905.94,1954.67,438.36,-22.14,24.98,32.74,19.72,42.4,27,1,0.823,71312.24
2024,Kharif,Maharashtra,Pune,Kodo Millet,millets,20678.95,21686.85,21371.4,-4.65,34510.7,34727.71,35854.33,34224.11,-0.21,1591.32,1519.66,542.16,18.16,33.43,41.91,26.04,67.32,19,6,0.187,32844.3
2024,Rabi,Maharashtra,Pune,Barnyard Millet,millets,77813.26,80477.63,78179.95,-3.31,85015.27,78842.19,88514.7,86779.93,4.12,1056.38,1033.07,302.27,-15.17,32.39,41.48,26.05,77.83,22,12,0.0,87217.03
2024,Kharif,Maharashtra,Pune,Little Millet,millets,36126.95,34225.65,35689.8,5.56,31546.97,30989.54,32494.36,32940.93,0.82,921.73,940.63,550.05,28.18,28.55,34.11,20.92,64.13,20,5,1.789,34861.97
2024,Kharif,Maharashtra,Pune,Proso Millet,millets,12730.27,12440.51,12720.31,2.33,13894.03,13759.04,13458.29,13675.09,9.04,1116.84,1132.8,689.54,33.98,33.88,43.01,24.82,51.94,15,15,1.211,12864.48
2024,Kharif,Maharashtra,Nashik,Pearl Millet,millets,27244.58,27565.78,27294.16,-1.17,79902.28,82859.93,79001.87,83775.51,4.13,2898.6,2783.01,561.12,2.21,25.5,36.2,19.28,56.38,28,1,1.26,74561.24
2024,Kharif,Maharashtra,Nashik,Finger Millet,millets,88012.31,83803.98,88440.15,5.02,159359.55,164680.01,161583.36,167706.73,6.11,1901.57,1972.95,584.33,4.34,26.05,35.44,16.73,48.84,5,2,0.0,182405.65
2024,Kharif,Maharashtra,Nashik,Sorghum,millets,53209.79,49352.73,51167.05,7.82,106791.12,109229.55,110643.7,109204.07,3.76,2163.83,2126.69,703.32,35.01,27.53,37.33,18.47,64.99,6,9,0.0,124343.63
2024,Kharif,Maharashtra,Nashik,Foxtail Millet,millets,50982.23,46904.03,45505.32,8.69,76777.95,76143.44,78132.35,77980.49,8.32,1636.92,1697.57,398.22,-13.61,30.47,40.9,20.81,66.04,12,13,1.593,90258.76
2024,Kharif,Maharashtra,Nashik,Kodo Millet,millets,64410.3,61132.24,59521.5,5.36,73475.13,78029.31,70776.7,74163.46,14.81,1201.9,1187.88,688.44,31.75,31.32,39.75,22.18,49.23,12,12,0.0,75435.53
2024,Rabi,Maharashtra,Nashik,Barnyard Millet,millets,23108.86,24275.28,25273.88,-4.8,31994.73,31317.91,31216.73,33118.17,0.51,1318.0,1345.59,872.08,-13.8,29.01,34.36,23.67,52.7,4,17,0.937,27438.88
2024,Rabi,Maharashtra,Nashik,Little Millet,millets,58982.64,52780.86,53493.56,11.75,67444.48,68315.51,67461.55,70317.88,8.61,1277.82,1229.73,609.89,-3.84,31.06,38.96,24.76,75.5,17,20,0.0,81252.02
2024,Kharif,Maharashtra,Nashik,Proso Millet,millets,18555.59,16807.81,16575.16,10.4,16586.72,17491.56,16475.79,17702.06,3.26,986.85,946.63,719.35,-4.84,28.33,36.19,22.41,56.14,15,1,0.0,17280.18
2024,Kharif,Maharashtra,Aurangabad,Pearl Millet,millets,68785.47,69890.59,72537.52,-1.58,109711.42,118235.64,111615.44,112147.49,-4.49,1569.76,1581.99,371.04,24.21,32.9,38.44,25.87,50.19,17,11,0.343,118244.92
2024,Rabi,Maharashtra,Aurangabad,Finger Millet,millets,18347.65,18614.83,18584.29,-1.44,48142.56,46308.25,46001.58,49982.17,12.79,2586.25,2575.13,733.59,34.99,27.0,33.08,18.24,45.34,8,12,1.064,50360.13
2024,Kharif,Maharashtra,Aurangabad,Sorghum,millets,53031.12,51981.89,53776.08,2.02,176222.15,187561.4,169363.12,181582.68,13.74,3390.07,3458.43,545.87,-26.95,26.32,36.33,17.69,41.84,29,2,1.753,182262.79
2024,Kharif,Maharashtra,Aurangabad,Foxtail Millet,millets,43299.86,42654.63,43941.5,1.51,39013.06,36891.7,37159.52,41430.04,8.78,914.63,908.23,763.78,-14.8,25.67,32.41,19.07,45.64,19,9,0.0,43502.8
2024,Kharif,Maharashtra,Aurangabad,Kodo Millet,millets,87616.8,82557.21,83063.11,6.13,119018.53,111565.29,121884.59,126091.71,-1.61,1441.65,1406.74,787.83,27.43,29.77,35.51,20.35,62.77,12,10,0.0,117705.13
2024,Rabi,Maharashtra,Aurangabad,Barnyard Millet,millets,14124.63,13054.33,13038.08,8.2,21582.73,21791.64,21413.98,22765.66,13.8,1653.3,1574.95,659.66,31.25,28.08,36.65,20.0,59.28,21,15,0.0,25540.28
